,index,name,number_of_comment,brand,Negative,Positive,price,volume(l),number_of_door,rank_point,rank
142,154,Tủ Lạnh Inverter Hitachi R-H350PGV7-BBK (290L) - Hàng chính hãng ,1,Hitachi,0.10815897839994279,0.8918410216000572,7990000.0,309.0,2.0,0.8918410216000572,150
143,155,Tủ Lạnh Inverter Panasonic NR-BL359PKVN (326L) - Hàng chính hãng ,2,Panasonic,0.17596725701512642,0.8240327429848734,9990000.0,326.0,2.0,1.6480654859697468,149
144,156,Tủ Lạnh Inverter Toshiba GR-AG46VPDZ-XK1 (409L) - Hàng chính hãng ,3,Toshiba,0.550997691523531,0.4490023084764692,11990000.0,409.0,2.25,1.3470069254294077,89
145,158,Tủ lạnh mini Funiki FR- 51CD (50L) - Hàng chính hãng ,1,Funiki,0.15121122376086124,0.8487887762391386,2490000.0,50.0,1.0,0.8487887762391386,263
146,159,Tủ Lạnh Inverter Sharp SJ-X316E-SL (287L)-Hàng Chính Hãng ,3,Sharp,0.2697403937646374,0.7302596062353626,5939000.0,314.0,2.0,2.1907788187060877,157
147,160,Tủ Lạnh Inverter Sharp SJ-FX688VG-RD (605L) - Hàng Chính Hãng ,2,Sharp,0.19607525570948284,0.8039247442905171,20249000.0,678.0,3.5,1.6078494885810342,4
148,161,Tủ lạnh Toshiba Inverter 409 lít GR-AG46VPDZ XK1 - Hàng Chính Hãng ,1,Toshiba,0.05421237543061766,0.9457876245693825,11990000.0,384.75,2.25,0.9457876245693825,95
149,163,Tủ lạnh Samsung Inverter 310 lít RB30N4010BU/SV - HÀNG CHÍNH HÃNG ,16,Samsung,0.2616769218493363,0.7383230781506638,12250000.0,310.0,2.0,11.81316925041062,256
150,164,Tủ Lạnh Inverter Electrolux EBB2802H-A (250L) - Hàng chính hãng ,6,Electrolux,0.37537863119038956,0.6246213688096104,7050000.0,284.25,2.0,3.7477282128576626,196
151,165,Tủ lạnh Inverter LG GN-B222WB (209L) - Hàng chính hãng - Chỉ giao tại Hà Nội ,5,LG,0.14047281469173978,0.85952718530826,5490000.0,209.0,1.75,4.2976359265413,233
152,166,Tủ lạnh Samsung Inverter 360 lít RT35K5982BS/SV ,1,Samsung,0.05973106204156201,0.940268937958438,13390000.0,362.0,2.25,0.940268937958438,113
153,167,Tủ Lạnh Inverter Aqua AQR-I298EB-BS (260L) - Hàng chính hãng ,1,Aqua,0.05421237543061766,0.9457876245693825,7890000.0,283.0,2.0,0.9457876245693825,160
154,168,Tủ Lạnh Inverter Samsung RT38K5982SL/SV (368L) - Bạc - Hàng chính hãng ,3,Samsung,0.12107133618667194,0.878928663813328,13405000.0,394.0,2.0,2.636785991439984,118
155,169,Tủ lạnh Panasonic Inverter 290 lít NR-BV320GKVN - Hàng Chính Hãng ,3,Panasonic,0.15121122376086124,0.8487887762391386,12979000.0,365.25,2.25,2.546366328717416,137
156,170,Tủ lạnh LG Inverter InstaView Door-in-Door 601 lít GR-X247MC (HÀNG CHÍNH HÃNG) ,2,LG,0.3833564755616043,0.6166435244383957,39190000.0,617.75,3.5,1.2332870488767913,19
157,172,Tủ lạnh Toshiba Inverter 305 lít GR-AG36VUBZ(XK1) - Hàng chính hãng ,5,Toshiba,0.21754018326197183,0.7824598167380281,8590000.0,319.75,2.0,3.9122990836901406,175
158,173,Tủ Lạnh Inverter Hitachi R-H230PGV7-BBK (230L) - Hàng Chính Hãng ,2,Hitachi,0.15121122376086124,0.8487887762391386,6499000.0,291.25,2.0,1.6975775524782772,165
159,175,Tủ Lạnh Inverter Mitsubishi MR-LX68EM-V (564L) - Hàng chính hãng ,3,Mitsubishi,0.2951712298265548,0.704828770173445,28690000.0,532.5,4.0,2.114486310520335,56
160,176,Tủ lạnh Samsung Inverter 280 lít RB27N4010S8/SV ,5,Samsung,0.07046709509446691,0.9295329049055331,8290000.0,280.0,2.0,4.6476645245276655,214
161,177,Tủ Lạnh Inverter Sharp SJ-X316E-DS (287L) - Hàng chính hãng ,1,Sharp,0.3481690918999266,0.6518309081000732,5959000.0,314.0,2.0,0.6518309081000732,143
162,178,Tủ Lạnh Inverter Hitachi R-FW690PGV7-GBW (540L) - Hàng chính hãng ,3,Hitachi,0.15981315015790593,0.8401868498420941,24200000.0,540.0,3.0,2.5205605495262824,58
163,179,Tủ Lạnh Inverter Toshiba GR-AG58VA-XK (555L) - Hàng chính hãng ,2,Toshiba,0.23635019148154637,0.7636498085184535,15250000.0,599.25,2.0,1.527299617036907,25
164,180,Tủ Lạnh Inverter Panasonic NR-BV320GKVN (290L) - Hàng Chính Hãng ,2,Panasonic,0.18566035330305064,0.8143396466969494,12950000.0,418.0,2.25,1.6286792933938987,88
165,181,Tủ Lạnh Inverter Panasonic NR-BL26AVPVN (234L) - Hàng Chính Hãng - Chỉ giao tại Hà Nội ,3,Panasonic,0.1302308928585214,0.8697691071414786,5499000.0,234.0,1.75,2.6093073214244358,216
166,183,Tủ Lạnh Inverter Mitsubishi Electric MR-CGX46EN-GBR (365L) - Hàng Chính Hãng ,1,Mitsubishi Electric,0.2538543441894223,0.7461456558105776,16489000.0,600.5,3.5,0.7461456558105776,20
167,184,Tủ Lạnh Inverter Electrolux ETB3400H-A (320L) - Hàng chính hãng ,5,Electrolux,0.42698010086904564,0.5730198991309543,7390000.0,283.25,2.0,2.8650994956547713,181
168,185,Tủ Lạnh Inverter LG GN-D422BL (393L) Mẫu 2019 – Hàng Chính Hãng ,4,LG,0.15912760146321817,0.8408723985367818,9880000.0,405.25,2.0,3.363489594147127,120
169,186,Tủ Lạnh Inverter Hitachi R-FG510PGV8-GBK (406L) - Hàng Chính Hãng ,3,Hitachi,0.1371901140597638,0.8628098859402362,12470000.0,373.75,2.5,2.5884296578207087,128
170,187,Tủ Lạnh Inverter Samsung RL4364SBABS/SV (458L) - Hàng chính hãng ,1,Samsung,0.14747040470141598,0.8525295952985839,15990000.0,458.0,180.75,0.8525295952985839,59
171,191,Tủ lạnh Inverter Panasonic NR-BX410WKVN (368L)- Hàng chính hãng - Chỉ giao tại HCM ,2,Panasonic,0.10271179959573945,0.8972882004042606,14779000.0,368.0,3.5,1.7945764008085212,121
172,192,Tủ Lạnh Inverter Hitachi R-H230PGV7-BBK (230L) - Hàng chính hãng ,2,Hitachi,0.16966113530582977,0.8303388646941703,6590000.0,252.25,2.0,1.6606777293883406,187
173,195,Tủ Lạnh Inverter Sharp Sj-Fx688vg-Rd (605l) - Hàng Chính Hãng ,2,Sharp,0.051003170140139664,0.9489968298598603,19590000.0,678.0,3.5,1.8979936597197207,6
174,198,Tủ lạnh mini 2 chiều nóng lạnh 20 lít ,4,OEM,0.3110766123014289,0.6889233876985711,1750000.0,51.0,1.0,2.7556935507942844,272
175,203,Tủ Lạnh Inverter Hitachi R-FG480PGV8-GBK (366L) - Hàng Chính Hãng ,2,Hitachi,0.15121122376086124,0.8487887762391386,11690000.0,345.75,2.25,1.6975775524782772,138
176,204,Tủ lạnh Samsung Inverter 380 lít RT38K50822C/SV - HÀNG CHÍNH HÃNG ,1,Samsung,0.05421237543061766,0.9457876245693825,15890000.0,380.0,2.0,0.9457876245693825,100
177,207,Tủ lạnh Funiki Hòa Phát FR 126ISU 125 lít - Hàng Chính Hãng ,3,Hòa Phát,0.12609896506555074,0.8739010349344492,3750000.0,153.0,2.0,2.6217031048033475,239
178,208,Tủ lạnh Panasonic Inverter 234 lít NR-BL263PKVN - HÀNG CHÍNH HÃNG ,1,Panasonic,0.5772336090042464,0.42276639099575386,7149000.0,234.0,2.0,0.42276639099575386,179
179,210,Tủ lạnh Sharp Inverter 180 lít SJ-X196E-SL ,4,Sharp,0.20698147947208206,0.7930185205279179,4139000.0,180.0,2.0,3.1720740821116715,234
180,211,Tủ Lạnh Inverter LG GN-D315BL (315L) – Hàng Chính Hãng ,2,LG,0.16780912644549245,0.8321908735545076,8390000.0,333.0,2.0,1.6643817471090152,147
181,213,Tủ Lạnh Inverter Hitachi R-B330PGV8-BBK (275L) - Hàng Chính Hãng ,5,Hitachi,0.3357503451578262,0.6642496548421738,9449000.0,275.0,2.0,3.321248274210869,195
182,215,Tủ lạnh Panasonic Inverter 326 lít NR-BL351WKVN - HÀNG CHÍNH HÃNG ,3,Panasonic,0.17805012968243736,0.8219498703175626,10890000.0,326.0,2.0,2.465849610952688,156
183,216,Tủ lạnh Hitachi Inverter 540 lít R-FW690PGV7X GBK ,8,Hitachi,0.29300306268491855,0.7069969373150815,27490000.0,540.0,3.5,5.655975498520652,73
184,219,Tủ lạnh Hitachi R-FVX510PGV9(GBK) 406L màu đen - Hàng chính Hãng ,1,Hitachi,0.15121122376086124,0.8487887762391386,12990000.0,443.0,2.0,0.8487887762391386,70
185,220,Tủ lạnh Aqua Inverter 235 lít AQR-T249MA SV Mẫu 2019 - HÀNG CHÍNH HÃNG ,2,Aqua,0.4171786289859513,0.5828213710140487,5390000.0,265.75,2.0,1.1656427420280975,169
186,223,Tủ Lạnh Inverter LG GN-L422GB (393L) - Hàng chính hãng ,1,LG,0.17232279767951134,0.8276772023204886,9899000.0,427.0,2.0,0.8276772023204886,77
187,225,Tủ Lạnh Inverter Sharp SJ-FX688VG-BK (605L) - Hàng Chính Hãng + Tặng Bình Đun Siêu Tốc ,2,Sharp,0.2881270018229143,0.7118729981770859,19229000.0,605.0,4.0,1.4237459963541719,23
188,226,Tủ lạnh Inverter Panasonic NR-BA189PPVN (167L) - Hàng chính hãng - Chỉ giao tại HCM ,1,Panasonic,0.05421237543061766,0.9457876245693825,4990000.0,167.0,2.0,0.9457876245693825,224
189,227,Tủ lạnh Samsung Inverter 276 lít RB27N4170S8/SV ,13,Samsung,0.35800769638999363,0.6419923036100064,9999000.0,276.0,2.0,8.345899946930082,242
190,228,Tủ Lạnh Inverter LG GN-D255PS (255L) – Hàng Chính Hãng ,2,LG,0.15121122376086124,0.8487887762391386,6889000.0,293.75,2.0,1.6975775524782772,163
191,229,Tủ Lạnh Inverter Mitsubishi MR-CX41EJ-PS-V (326 lít) - Hàng chính hãng ,2,Mitsubishi,0.21521502709899587,0.7847849729010041,11589000.0,345.75,3.0,1.5695699458020083,135
192,230,Tủ Lạnh Inverter LG GN-D315BL (315L) – Hàng Chính Hãng ,3,LG,0.14083149569361483,0.859168504306385,8780000.0,333.0,2.0,2.577505512919155,154
193,231,Tủ Lạnh Inverter Mitsubishi Electric MR-CGX46EN-GBK (365L) - Hàng Chính Hãng ,4,Mitsubishi Electric,0.13826117419556064,0.8617388258044395,16489000.0,600.5,3.5,3.446955303217758,39
194,232,Tủ lạnh Hitachi Inverter 540 lít R-FW690PGV7 GBK ,4,Hitachi,0.24084840700378865,0.7591515929962113,24299000.0,540.0,3.0,3.036606371984845,61
195,234,Tủ Lạnh Mini Aqua AQR-D59FA-BS (50L) - Hàng Chính Hãng - Chỉ giao tại Hà Nội ,1,Aqua,0.1643617818632786,0.8356382181367212,2499000.0,50.0,1.0,0.8356382181367212,262
196,235,Tủ Lạnh Inverter Hitachi R-FW690PGV7X-GBW (540L) - Hàng chính hãng ,3,Hitachi,0.31046687674976226,0.6895331232502376,26790000.0,540.0,3.5,2.068599369750713,51
197,236,Tủ Lạnh Inverter Panasonic NR-BV360GKVN (322L) - Hàng Chính Hãng ,2,Panasonic,0.14699276335790587,0.853007236642094,14990000.0,522.25,2.5,1.706014473284188,57
198,238,Tủ Lạnh Inverter LG GN-M422PS (393L) - Hàng chính hãng ,1,LG,0.15121122376086124,0.8487887762391386,9990000.0,427.0,2.0,0.8487887762391386,79
199,240,TỦ LẠNH PANASONIC 290 LÍT NR-BV320QSVN - Hàng Chính Hãng ,2,Panasonic,0.2941785758428095,0.7058214241571905,9750000.0,386.0,2.0,1.411642848314381,103
200,241,Tủ Lạnh Inverter Samsung RT35K5982S8/SV (360L) - Hàng chính hãng ,1,Samsung,0.6657972589269837,0.33420274107301634,11790000.0,360.0,2.0,0.33420274107301634,104
201,243,Tủ Lạnh Toshiba Inverter 233 lít GR-A28VM(UKG1)- Hàng chính hãng - Chỉ giao HCM ,1,Toshiba,0.5709904120349693,0.4290095879650307,6250000.0,333.5,2.0,0.4290095879650307,123
202,244,Tủ lạnh Electrolux Inverter 335 lít EME3700H-A ,4,Electrolux,0.09698592639061389,0.9030140736093861,10190000.0,302.25,3.0,3.6120562944375445,180
203,246,Tủ Lạnh Inverter LG GN-L422GB (393L) - Hàng chính hãng ,1,LG,0.1373198730997613,0.8626801269002387,9899000.0,427.0,2.0,0.8626801269002387,80
204,248,Tủ lạnh Samsung Inverter 234 lít RT22FARBDSA ,7,Samsung,0.26636958057900756,0.7336304194209923,5490000.0,243.0,1.75,5.135412935946946,229
205,250,Tủ Lạnh Inverter Mitsubishi MR-CX41EJ-BRW-V (326 lít) - Hàng chính hãng ,3,Mitsubishi,0.5114401956095449,0.4885598043904551,12890000.0,418.0,3.0,1.4656794131713653,86
206,253,Tủ lạnh Sharp Inverter 180 lít SJ-X196E-SL ,2,Sharp,0.274493267730618,0.7255067322693821,4139000.0,180.0,2.0,1.4510134645387642,223
207,254,Tủ Lạnh Inverter Mitsubishi Electric MR-CGX41EN-GBK (330L) - Hàng Chính Hãng ,2,Mitsubishi Electric,0.21656725058321358,0.7834327494167864,14690000.0,455.0,3.5,1.5668654988335728,71
208,255,Tủ Lạnh Inverter Hitachi R-B505PGV6-GBK (415L) - Hàng Chính Hãng ,3,Hitachi,0.27097473194129257,0.7290252680587074,15189000.0,535.5,2.0,2.1870758041761222,55
209,258,TỦ LẠNH FUNIKI FR-125CI 120L- Hàng chính hãng ,4,Funiki,0.21846345863802616,0.7815365413619739,3600000.0,153.0,2.0,3.1261461654478957,250
210,259,Tủ Lạnh Inverter Samsung RB27N4170BU/SV (276L) - Hàng Chính Hãng - Chỉ Giao tại Hà Nội ,1,Samsung,0.4329010235072725,0.5670989764927273,10090000.0,276.0,2.25,0.5670989764927273,158
211,260,Tủ Lạnh Inverter Samsung RT25M4033S8/SV (256L) - Hàng chính hãng ,5,Samsung,0.3741677492408487,0.6258322507591513,6690000.0,264.0,2.0,3.1291612537957563,204
212,264,Tủ lạnh Samsung Inverter 360 lít RT35K5982BS/SV ,5,Samsung,0.45506719362173953,0.5449328063782605,13490000.0,362.0,2.5,2.7246640318913022,140
213,265,Tủ Lạnh Inverter Toshiba GR-AG66VA-XK (608L) - Hàng chính hãng ,3,Toshiba,0.19141548555935936,0.8085845144406406,17590000.0,595.75,2.0,2.425753543321922,35
214,266,Tủ lạnh Sharp Inverter 342 lít SJ-X346E-SL ,2,Sharp,0.17397628560554879,0.8260237143944511,6999000.0,342.0,2.0,1.6520474287889022,139
215,268,Tủ Lạnh Inverter Hitachi R-B330PGV8-BSL (275L) - Hàng chính hãng ,2,Hitachi,0.28241156349555235,0.7175884365044476,9490000.0,275.0,2.0,1.4351768730088952,168
216,271,TỦ LẠNH PANASONIC 322 LÍT NR-BV360QSVN - Hàng Chính Hãng ,1,Panasonic,0.15121122376086124,0.8487887762391386,11990000.0,384.75,2.25,0.8487887762391386,94
217,274,Tủ Lạnh Inverter Hitachi R-B330PGV8-BSL (275L) - Hàng chính hãng ,2,Hitachi,0.1263724257708911,0.8736275742291091,9490000.0,275.0,2.0,1.7472551484582182,170
218,275,Tủ Lạnh Inverter Mitsubishi Electric MR-CGX46EN-GBK (365L) - Hàng Chính Hãng ,1,Mitsubishi Electric,0.15121122376086124,0.8487887762391386,16549000.0,600.5,3.5,0.8487887762391386,21
219,276,Tủ lạnh Hitachi Inverter 600 lít R-FM800PGV2-GBK(HÀNG CHÍNH HÃNG) ,1,Hitachi,0.34993228502237844,0.6500677149776216,37790000.0,617.75,3.5,0.6500677149776216,14
220,278,Tủ Lạnh Inverter Electrolux EHE6879A-BCVN (615L) - Hàng chính hãng ,1,Electrolux,0.35028290573201754,0.6497170942679827,37180000.0,617.0,4.0,0.6497170942679827,15
221,280,Tủ Lạnh Aqua AQR-125EN-SS (110L) - Hàng Chính Hãng ,11,Aqua,0.40306086896823545,0.5969391310317645,3950000.0,123.0,2.0,6.56633044134941,276
222,281,Tủ lạnh 3 cánh 405 Lít Hitachi R-FWB475PGV2 (GBW) - Nâu - Hàng Chính Hãng ,1,Hitachi,0.12302963474126034,0.8769703652587395,18990000.0,575.75,3.5,0.8769703652587395,31
223,282,TỦ LẠNH AQUA 518 LÍT AQR-IG585AS (GB) ( HẦNG CHÍNH HÃNG) ,1,Aqua,0.06064674017731284,0.939353259822687,15510300.0,588.0,180.75,0.939353259822687,10
224,285,Tủ lạnh Inverter Panasonic NR-BC360WKVN (322L) - Hàng chính hãng - Chỉ giao tại HCM ,1,Panasonic,0.06209155219230389,0.9379084478076961,14250000.0,322.0,2.0,0.9379084478076961,142
225,286,Tủ Lạnh Inverter Panasonic NR-DZ600GXVN (550L) - Hàng Chính Hãng ,1,Panasonic,0.16560218153816025,0.8343978184618397,29990000.0,550.0,4.0,0.8343978184618397,38
226,287,Tủ Lạnh Side By Side Inverter Samsung RS62R5001M9/SV (647L) - Hàng Chính Hãng ,1,Samsung,0.3288502101546343,0.6711497898453659,17290000.0,680.0,2.75,0.6711497898453659,1
227,288,Tủ lạnh Electrolux Inverter 250 lít EBB2802H-H ,4,Electrolux,0.24457425280545478,0.7554257471945451,7090000.0,284.25,2.0,3.0217029887781806,185
228,288,Tủ nh Electrolux Inverter 250 lít EBB2802H-H ,4,Electrolux,0.006115191934007927,0.993884808065992,7090000.0,284.25,2.0,3.975539232263968,201
229,294,Tủ lanh Side By Side Inverter LG GR-D247MC (601L) - Hàng chính hãng - Chỉ giao tại Hà Nội ,1,LG,0.15121122376086124,0.8487887762391386,32490000.0,668.0,3.5,0.8487887762391386,3
230,295,Tủ lạnh 4 cánh Inverter Electrolux EHE6879A.B 617 LÍT (HÀNG CHÍNH HÃNG) ,1,Electrolux,0.15121122376086124,0.8487887762391386,36890000.0,617.75,3.5,0.8487887762391386,16
231,297,Tủ Lạnh Inverter LG GN-M315PS (315L) - Hàng chính hãng ,6,LG,0.36896978681252784,0.6310302131874722,7379000.0,333.0,2.0,3.7861812791248335,167
232,298,Tủ lạnh Aqua Inverter 249 lít AQR-I248EN (2018) - Hàng chính hãng ,1,Aqua,0.15121122376086124,0.8487887762391386,4990000.0,196.25,2.0,0.8487887762391386,215
233,304,Tủ lạnh Panasonic Inverter 290 lít NR-BV320WKVN - HÀNG CHÍNH HÃNG ,2,Panasonic,0.3907414290383891,0.609258570961611,13190000.0,290.0,2.0,1.218517141923222,159
234,309,Tủ lạnh Inverter Panasonic NR-BL381WKVN (366L) - Hàng chính hãng - Chỉ giao tại Hà Nội ,1,Panasonic,0.15121122376086124,0.8487887762391386,13090000.0,365.25,2.5,0.8487887762391386,110
235,310,Tủ Lạnh Side By Side Inverter Hitachi R-FM800AGPGV4X-DIA (584L) - Hàng Chính Hãng ,1,Hitachi,0.08736973576512225,0.9126302642348778,66990000.0,617.75,3.25,0.9126302642348778,17
236,314,TỦ LẠNH HITACHI INVERTER 415 LÍT R-B505PGV6 GBK - Hàng chính hãng ,1,Hitachi,0.15121122376086124,0.8487887762391386,15189000.0,535.5,2.0,0.8487887762391386,48
237,315,Tủ Lạnh Inverter Samsung RT38K5982DX/SV (382L) - Hàng chính hãng ,1,Samsung,0.05421237543061766,0.9457876245693825,14290000.0,382.0,3.5,0.9457876245693825,97
238,316,Tủ Lạnh Inverter Panasonic NR-BC360QKVN (322L) - Hàng Chính Hãng ,1,Panasonic,0.15121122376086124,0.8487887762391386,12770000.0,426.0,2.5,0.8487887762391386,81
239,319,Tủ Lạnh Inverter Electrolux ETB3700H-A (350L) - Hàng chính hãng ,5,Electrolux,0.2541151167289703,0.7458848832710298,7979000.0,309.0,2.0,3.729424416355149,177
240,321,TỦ LẠNH HITACHI 415 LÍT R-B505PGV6 (GBK) - Hàng Chính Hãng ,1,Hitachi,0.15121122376086124,0.8487887762391386,15189000.0,535.5,2.0,0.8487887762391386,49
241,325,Tủ Lạnh Inverter Panasonic NR-BL300PKVN (268L) - Hàng chính hãng ,2,Panasonic,0.3709131266107897,0.6290868733892103,7790000.0,309.0,2.0,1.2581737467784206,151
242,327,Tủ Lạnh Inverter Toshiba GR-AG41VPDZ-XK (359L) - Hàng chính hãng ,1,Toshiba,0.2008613628866781,0.799138637113322,10990000.0,359.0,2.5,0.799138637113322,112
243,333,Tủ Lạnh Inverter Samsung RS64R5101SL/SV (617L) (HÀNG CHÍNH HÃNG) ,1,Samsung,0.3189787426359864,0.6810212573640135,28990000.0,532.5,4.0,0.6810212573640135,45
244,338,TỦ LẠNH INTERNATIONAL 150L NAD 1580WX - HÀNG CHÍNH HÃNG ,5,DARLING,0.4591902189994309,0.5408097810005692,3690000.0,153.0,2.0,2.7040489050028462,241
245,339,Tủ lạnh Panasonic Inverter 550 lít NR-DZ600GKVN (HÀNG CHÍNH HÃNG) ,1,Panasonic,0.25576159722866343,0.7442384027713363,25889000.0,540.0,3.5,0.7442384027713363,40
246,341,Tủ lạnh Samsung Inverter 276 lít RB27N4170S8/SV ,3,Samsung,0.3719044598437416,0.6280955401562585,9399000.0,276.0,2.0,1.8842866204687754,172
247,343,Tủ Lạnh LG Inverter 315 Lít GN-M315BL Mẫu 2019 - Hàng Chính Hãng ,2,LG,0.18374955915458696,0.8162504408454129,7829000.0,309.0,2.0,1.6325008816908257,155
248,362,Tủ Lạnh Inverter Beko RCNT340E50VZX (323L) - Hàng chính hãng ,1,Beko,0.1435877141077041,0.856412285892296,9795000.0,340.0,2.0,0.856412285892296,125
249,366,Tủ Lạnh Inverter Hitachi R-H310PGV7-BBK (260L) - Hàng Chính Hãng ,4,Hitachi,0.26705846601949307,0.7329415339805069,7190000.0,291.25,2.0,2.9317661359220275,178
250,369,Tủ Lạnh Inverter Samsung RT38K5982DX/SV (382L) - Hàng chính hãng ,1,Samsung,0.15121122376086124,0.8487887762391386,13790000.0,382.0,2.75,0.8487887762391386,96
251,372,Tủ Lạnh Side By Side Inverter Hitachi R-FM800GPGV2-GBK (584L) - Hàng Chính Hãng ,1,Hitachi,0.4011153298818337,0.5988846701181663,48990000.0,617.75,3.25,0.5988846701181663,13
252,373,Tủ Lạnh Inverter Hitachi R-FG450PGV8-GBW (339L) - Hàng Chính Hãng ,1,Hitachi,0.1032008015096818,0.8967991984903182,10390000.0,358.5,2.5,0.8967991984903182,115
253,374,Tủ Lạnh Inverter Hitachi R-FW690PGV7-GBW (540L) - Hàng chính hãng ,4,Hitachi,0.36553617153976614,0.6344638284602339,23959000.0,540.0,3.0,2.5378553138409354,60
254,375,Tủ lạnh Inverter Panasonic NR-BX460WSVN (410L) - Hàng chính hãng - Chỉ giao tại Hà Nội ,1,Panasonic,0.3755676231248454,0.6244323768751547,17190000.0,410.0,2.75,0.6244323768751547,82
255,379,Tủ lạnh Toshiba Inverter 330 lít GR-AG39VUBZ(XK1) - Hàng chính hãng ,4,Toshiba,0.4664032456491616,0.5335967543508384,9849000.0,405.25,2.0,2.1343870174033537,101
256,380,Tủ lạnh Funiki FR-132I 132L ,1,Funiki,0.4520843023846382,0.5479156976153619,3750000.0,153.0,2.0,0.5479156976153619,225
257,383,Tủ Lạnh Inverter Hitachi R-H230PGV7-BSL (230L) - Hàng Chính Hãng ,1,Hitachi,0.06333278256275372,0.9366672174372462,6590000.0,252.25,2.0,0.9366672174372462,176
258,384,Tủ Lạnh Inverter Samsung RB30N4170BU/SV (307L) - Hàng Chính Hãng - Chỉ Giao tại HCM ,1,Samsung,0.24580038024513917,0.7541996197548609,11390000.0,332.25,2.25,0.7541996197548609,129
259,389,TỦ LẠNH HITACHI 550 LÍT R-FG690PGV7X (GBK) - Hàng chính hãng ,4,Hitachi,0.4091723128136109,0.5908276871863891,16169000.0,430.5,3.0,2.3633107487455565,90
260,392,Tủ Lạnh Inverter Hitachi R-FW690PGV7X-GBW (540L) - Hàng chính hãng ,2,Hitachi,0.5008827523525603,0.4991172476474397,26459000.0,540.0,3.5,0.9982344952948794,44
261,393,Tủ Lạnh Inverter Toshiba GR-RF532WE-PGV (500L) - Hàng Chính Hãng ,1,Toshiba,0.5217514740977527,0.47824852590224726,28890000.0,500.0,4.0,0.47824852590224726,53
262,394,Máy Làm Đá Gia Đình CASO Ice Master pro 3301 - Hàng Nhập Khẩu Đức ,1,Caso,0.040489580248085716,0.9595104197519143,5500000.0,2.0,1.0,0.9595104197519143,274
263,396,Tủ lạnh Panasonic Inverter 368 lít NR-BX410GKVN - HÀNG CHÍNH HÃNG - chỉ giao TP.HCM ,1,Panasonic,0.15121122376086124,0.8487887762391386,16390000.0,368.0,2.0,0.8487887762391386,107
264,405,Tủ Lạnh Inverter Beko Rcnt375e50vzx (356l) - Hàng Chính Hãng ,1,Beko,0.48282790095584455,0.5171720990441554,11170000.0,356.0,2.25,0.5171720990441554,111
265,416,Tủ Lạnh Electrolux Inverter 256 Lít ETB2802J-H - HÀNG CHÍNH HÃNG ,3,Electrolux,0.1349681358889856,0.8650318641110143,7090000.0,256.0,2.0,2.5950955923330428,198
266,420,Tủ Lạnh Inverter Samsung RL4034SBAS8/SV (424L) - Hàng Chính Hãng ,2,Samsung,0.3291225737171076,0.6708774262828924,14950000.0,424.0,2.5,1.3417548525657848,83
267,424,Tủ lạnh Inverter Electrolux 350L ETB3700J-H ,1,Electrolux,0.4922584315075608,0.5077415684924393,10090000.0,350.0,2.0,0.5077415684924393,116
268,425,Tủ lạnh Panasonic Inverter 322 lít NR-BC360QKVN Mẫu 2019 - HÀNG CHÍNH HÃNG ,1,Panasonic,0.6942710657898395,0.30572893421016034,12690000.0,426.0,2.5,0.30572893421016034,72
269,432,Tủ lạnh Sharp Inverter 165 lít SJ-X196E-DSS ,4,Sharp,0.13514628153668506,0.864853718463315,4390000.0,180.0,2.0,3.45941487385326,238
270,439,Tủ Lạnh Inverter Samsung RT25M4033S8/SV (256L) - Hàng chính hãng ,4,Samsung,0.20686641994390156,0.7931335800560986,6690000.0,264.0,2.0,3.1725343202243943,205
271,440,Tủ Lạnh Inverter Samsung RT38K5982SL/SV (368L) - Bạc - Hàng chính hãng ,1,Samsung,0.16381111004815715,0.8361888899518429,13490000.0,394.0,2.0,0.8361888899518429,91
272,443,Tủ Lạnh Inverter Aqua AQR-T249MA (235L) - Hàng Chính Hãng - Chỉ Giao HCM ,2,Aqua,0.33808538231942237,0.6619146176805777,5290000.0,235.0,2.0,1.3238292353611554,192
273,445,Tủ Lạnh Side By Side Inverter LG GR-D247JS (601L) - Hàng Chính Hãng ,1,LG,0.15121122376086124,0.8487887762391386,25590000.0,540.0,2.0,0.8487887762391386,43
274,447,Tủ Lạnh Inverter Hitachi R-H350PGV7-BBK (290L) - Hàng Chính Hãng ,1,Hitachi,0.15121122376086124,0.8487887762391386,7690000.0,309.0,2.0,0.8487887762391386,148
275,450,Tủ Lạnh Toshiba GR-B22VP-SS (180L) - Hàng Chính Hãng - Chỉ Giao Tại HCM ,1,Toshiba,0.040489580248085716,0.9595104197519143,4099000.0,180.0,2.0,0.9595104197519143,221
276,456,Tủ lạnh Panasonic Inverter 491 lít NR-F503GT-T2 - Hàng chính hãng ,1,Panasonic,0.05421237543061766,0.9457876245693825,50990000.0,617.75,3.25,0.9457876245693825,18
277,459,Tủ Lạnh Inverter Panasonic NR-BC369QKV2 (322L) - Hàng chính hãng ,2,Panasonic,0.5382669443851423,0.46173305561485767,12390000.0,322.0,2.5,0.9234661112297153,141
278,466,Tủ Lạnh Inverter LG GN-D602BL (475L) - Hàng chính hãng ,3,LG,0.34739712954240837,0.6526028704575914,12790000.0,418.0,2.5,1.9578086113727742,92
