index,name,price,number_of_comment,pin,brand,front_cam,rear_cam,weight,RAM,screen_size,comment
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,ok
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,rất tốt
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,oke
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Ok
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Bình thường
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Rất không hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,tốt
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Bình thường
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Ok
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Bình thường
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,ok
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Ok
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Bình thường
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Rất không hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Hài lòng
1,Điện Thoại Nokia 105 Single Sim - Hàng Chính Hãng ,340000,280,"	800 mAh",Nokia,,,73g,,1.77 inch,Cực kì hài lòng
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,tôi không biết tôi sai hay tiki sai nhưng sao tôi thấy sản phẩm ở trong cái máy khong có cái team dán mấy con ốc như những dòng nokia hồi xưa điểm thứ 2 là nhạc chuông của nó cũng chỉ có 4 nhạc chuôngnhớ hồi đó mình xài nokia cũng nhiều nhạc chuông mà trên bày đăng tôi đặt nokia 150 2017 sx phần lancòn ở đây để sx tại vnsx nam 2019
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Mình đặt hàng và nhận hàng hôm 311 tuy nhiên vì đi công tác nên mẹ mình nhận giúp Mẹ mình để nguyên hộp Tiki cho đến hôm nay mình về mở máy thì máy bên trong đã bị trầy như hình Gọi Tiki thì nói sau 48h ko biết lỗi của ai Ok cũng là lỗi vì mfnh không kiểm tra hàng ngay sau khi nhận nhưng nhờ Tiki quản lý vấn đề chất lượng khi giao đến khách hàng chặt chẽ hơn Lần trước mình mua 1 cái laptop Lenovo thông tin ghi sản xuất ở Mỹ hàng nhận là China Tiki trả lời ghi lộn thông tin  Hàng mình phải khui kiểm hàng thì mới biết nhưng hàng khui rồi cũng không được đổi luôn
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Mình rất hài lòng vs Nokia 150 nghe gọi to rõ có nghe nhạc fm chụp ảnh giao diện dễ thương Giá lại rẻ hơn FPTshop Phụ kiện có cả tai nghe Nói chung là ko có gì để chê cả
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,không hai long đt găn sim thi mai mơi nhân hêt pin thi sac xong ko mơ đươc nguôn lên trong khi cuc pin bi nong ran đang chơ phan hôi tư tiki xem cac ban xư ly như thê nao
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Đã mua hàng và sử dụng một thời gian Hàng mới nguyên hộp đầy đủ phụ kiện chất lượng rất tốt Giao hàng đúng hẹn đóng gói hàng cẩn thận
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Sản phẩm nguyên seal đầy đủ phụ kiện Mình dùng được 2 ngày thấy khá ok
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,tiki giao hàng nhanh sản phẩm của Nokia thì không cần bàn về chất lượng
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Giao hàng đúg ngàyphụ kiện đầy đủcác thao tác đơn giản nghe gọi tốt
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Giao hàng sớm 2 ngày rất hài lòng điện thoại dùng tốt không phải bàn
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Hàng thì ok nhưng giao chậm quá chậm hơn dự kiến giao hàng tận 2 hôm
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,tôi không biết tôi sai hay tiki sai nhưng sao tôi thấy sản phẩm ở trong cái máy khong có cái team dán mấy con ốc như những dòng nokia hồi xưa điểm thứ 2 là nhạc chuông của nó cũng chỉ có 4 nhạc chuôngnhớ hồi đó mình xài nokia cũng nhiều nhạc chuông mà trên bày đăng tôi đặt nokia 150 2017 sx phần lancòn ở đây để sx tại vnsx nam 2019
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Mình đặt hàng và nhận hàng hôm 311 tuy nhiên vì đi công tác nên mẹ mình nhận giúp Mẹ mình để nguyên hộp Tiki cho đến hôm nay mình về mở máy thì máy bên trong đã bị trầy như hình Gọi Tiki thì nói sau 48h ko biết lỗi của ai Ok cũng là lỗi vì mfnh không kiểm tra hàng ngay sau khi nhận nhưng nhờ Tiki quản lý vấn đề chất lượng khi giao đến khách hàng chặt chẽ hơn Lần trước mình mua 1 cái laptop Lenovo thông tin ghi sản xuất ở Mỹ hàng nhận là China Tiki trả lời ghi lộn thông tin  Hàng mình phải khui kiểm hàng thì mới biết nhưng hàng khui rồi cũng không được đổi luôn
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Mình rất hài lòng vs Nokia 150 nghe gọi to rõ có nghe nhạc fm chụp ảnh giao diện dễ thương Giá lại rẻ hơn FPTshop Phụ kiện có cả tai nghe Nói chung là ko có gì để chê cả
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,không hai long đt găn sim thi mai mơi nhân hêt pin thi sac xong ko mơ đươc nguôn lên trong khi cuc pin bi nong ran đang chơ phan hôi tư tiki xem cac ban xư ly như thê nao
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Đã mua hàng và sử dụng một thời gian Hàng mới nguyên hộp đầy đủ phụ kiện chất lượng rất tốt Giao hàng đúng hẹn đóng gói hàng cẩn thận
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Sản phẩm nguyên seal đầy đủ phụ kiện Mình dùng được 2 ngày thấy khá ok
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,tiki giao hàng nhanh sản phẩm của Nokia thì không cần bàn về chất lượng
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Giao hàng đúg ngàyphụ kiện đầy đủcác thao tác đơn giản nghe gọi tốt
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Giao hàng sớm 2 ngày rất hài lòng điện thoại dùng tốt không phải bàn
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Hàng thì ok nhưng giao chậm quá chậm hơn dự kiến giao hàng tận 2 hôm
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Sản phẩm xài tốt gọn nhẹ dễ sử dụng Tiki giao hàng nhanh
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,hàng chính hãng đóng gói cẩn thận nói chung rất tốt cần phát guy thêm
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Tốt đặt hàng quá là lâu luôn mới nhận dc
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,hang nguyen siuOK 
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,dùng khá ok so với tầm giá hàng mới chính hãng nguyên seal
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,không có thẻ nhớ giao hàng chậm còn lại ok máy sử dụng bình thường không vấn đề gì
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Mình đã mua 1 vài sản phẩm của goldendolphin họ cung giá tốt và chất lượng chuẩn Hài lòng
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Điện thoại còn nguyên tem niêm phong của nhà cung cấp và bảo hành Tôi thấy yên tâm khi mua hàng trên tiki
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,hàng giao nhanh đóng gói chắc chắn đầy đủ phụ kiện kèm theo máy
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Toi rat hai long voi san pham Pin su dung rat lau dual sim ma co the su dung tren 1 tuanchi nghe goi muc trung binh Tiki giao hang nhanh
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,máy sử dụng ổn kiểu dáng giản dị đóng gói cẩn thận
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Cực kỳ hài lòng với sản phẩm này
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Hài lòng  dịch vụ đóng gói kỹ  nhân viên giao hàng thân thiện
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Hàng nhận được còn nguyên seal của Nokia và Tiki Hài lòng với sản phẩm và cách giao hàng
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Sau 1 tuần xài Đt xài rất tốt Pin dự trữ rất lâu được 3 ngày
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Cực kì hài lòng
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Cực kì hài lòng
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Cực kì hài lòng
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Mới mua máy này dùng được 2 ngày điện thoại pin tốt sóng mạnh nghe rõ ràng
2,Điện Thoại Nokia 150 Dual Sim - Hàng Chính Hãng ,599000,34,1020 mAh,Nokia,VGA,Không,100,,2.4 inch,Hài lòng
3,Điện Thoại Nokia 150 (2020) - Hàng Chính Hãng ,590000,128,1020 mAh,Nokia,VGA (480 x 640 pixels),Không,90.54 g,,2.4 inch,Đóng gói hơi sơ sài điện thoại còn seal hơi nhẹ Dùng 1 tuần hơn mình mới vào đánh giá cho khách quan Máy có nút bấm khá nhẹ to người già cũng dùng ổn Tuy nhiên loa hơi nhỏ font chữ cũng nhỏ phản hồi đôi lúc hơi chậm So với giá tiền thì vẫn hài lòng
3,Điện Thoại Nokia 150 (2020) - Hàng Chính Hãng ,590000,128,1020 mAh,Nokia,VGA (480 x 640 pixels),Không,90.54 g,,2.4 inch,Sản phẩm giao nhanh Chất lượng kem sóng yếu thậm chí không có sóng mặc dù mình đổi nhiều sim trên máy nokia 150 này nhưng vẫn không có sóng Mặc dù điện thoại khác vẫn có sóng cùng 1 địa chỉ Mình cần Tiki liên hệ kiểm tra  đổi máy mới giúp mình Cảm ơn
3,Điện Thoại Nokia 150 (2020) - Hàng Chính Hãng ,590000,128,1020 mAh,Nokia,VGA (480 x 640 pixels),Không,90.54 g,,2.4 inch,Giao hàng nhanh Tiki đóng gói đẹp và cẩn thận Máy rất đẹp hình ảnh âm thanh tốt nghe FM không cần cắm tai nghe Một sản phẩm quá tốt với mức giá tiền vài trăm nghìn Độ bền thì phải đợi thời gian nữa dùng mới biết Nói chung rất hài lòng
3,Điện Thoại Nokia 150 (2020) - Hàng Chính Hãng ,590000,128,1020 mAh,Nokia,VGA (480 x 640 pixels),Không,90.54 g,,2.4 inch,Giao hàng siêu nhanh hàng nguyên seal 10 điểm cho Tiki  Đánh giá sản phẩm của Nokia hoàn thiện tốt phần mềm chậm chạp chuông siêu bé và rè Tốt nhất các bạn k nên tin tưởng thương hiệu Nokia nữa
3,Điện Thoại Nokia 150 (2020) - Hàng Chính Hãng ,590000,128,1020 mAh,Nokia,VGA (480 x 640 pixels),Không,90.54 g,,2.4 inch,kg hai long hàng giao thieu tai nghe gói quà rất là tệ kg phải như lúc trước  nhân viên kg nhiệt tình có phần vạo hộp điện thoại kg có dán tem may điện thoại thì đúng mẫu
3,Điện Thoại Nokia 150 (2020) - Hàng Chính Hãng ,590000,128,1020 mAh,Nokia,VGA (480 x 640 pixels),Không,90.54 g,,2.4 inch,Sọc màn hình đăng kí đổi trả
3,Điện Thoại Nokia 150 (2020) - Hàng Chính Hãng ,590000,128,1020 mAh,Nokia,VGA (480 x 640 pixels),Không,90.54 g,,2.4 inch,Hàng fpt chất lượng Nhưng giao thiếu tai nghe
3,Điện Thoại Nokia 150 (2020) - Hàng Chính Hãng ,590000,128,1020 mAh,Nokia,VGA (480 x 640 pixels),Không,90.54 g,,2.4 inch,sản phẩm nhận dc nguyên seal xài rất mượt mà cảm thấy rất rất hài lòng với sàn TMDT tiki sẽ tin tưởng và ủng hộ tiếp
3,Điện Thoại Nokia 150 (2020) - Hàng Chính Hãng ,590000,128,1020 mAh,Nokia,VGA (480 x 640 pixels),Không,90.54 g,,2.4 inch,Giao hàng nhanh hàng đúng như quảng cáo Đt Nokia chuẩn đời cổ nghe gọi ok hợp lý vs giá tiền
3,Điện Thoại Nokia 150 (2020) - Hàng Chính Hãng ,590000,128,1020 mAh,Nokia,VGA (480 x 640 pixels),Không,90.54 g,,2.4 inch,Mượt mà cầm chắc tay Phím dễ bấm nhìn chung hài lòng trong tầm giá
