index,name,price,number_of_comment,brand,CPU,hardware_size,RAM,resolution,display,comment
108,Laptop Dell Vostro 5590 HYXT91 (Core i5-10210U/ 8GB DDR4 2666MHz/ 1TB 5400rpm + 128GB SSD M.2 PCIE/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,19390000,7,Dell,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,máy tính của mình mới nhận sử dụng được tuần bị như này đề nghị xem lại cho mình
108,Laptop Dell Vostro 5590 HYXT91 (Core i5-10210U/ 8GB DDR4 2666MHz/ 1TB 5400rpm + 128GB SSD M.2 PCIE/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,19390000,7,Dell,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
108,Laptop Dell Vostro 5590 HYXT91 (Core i5-10210U/ 8GB DDR4 2666MHz/ 1TB 5400rpm + 128GB SSD M.2 PCIE/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,19390000,7,Dell,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
108,Laptop Dell Vostro 5590 HYXT91 (Core i5-10210U/ 8GB DDR4 2666MHz/ 1TB 5400rpm + 128GB SSD M.2 PCIE/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,19390000,7,Dell,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Máy ok
108,Laptop Dell Vostro 5590 HYXT91 (Core i5-10210U/ 8GB DDR4 2666MHz/ 1TB 5400rpm + 128GB SSD M.2 PCIE/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,19390000,7,Dell,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
108,Laptop Dell Vostro 5590 HYXT91 (Core i5-10210U/ 8GB DDR4 2666MHz/ 1TB 5400rpm + 128GB SSD M.2 PCIE/ MX230 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,19390000,7,Dell,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Hài lòng
109,Laptop Dell Inspiron 5570 M5I5413 Core i5-8250U/ Radeon 530 2GB/ Dos (15.6 FHD) - Hàng Chính Hãng ,17999000,2,Dell,Intel Core i5,256,8,Full HD 1920 x 1080,15.6 ,Thông số sản phẩm sai lệch thông tin không trùng khớp đề nghị bên bán cung cấp thoing tin chuẩn khi cho lên sàn TMDT của Tiki tránh gây hiểu lầm cho Kh cũng như mất thời gian của Kh và hậu mãi tiki  Sau khi check thông số bên trong máy mình đã yêu cầu trả hàng và bên hậu mãi của Tiki giải quyết rất chuyên nghiệp Cảm ơn Tiki nếu mua bên ngoài chắc là vấn đề đổi trả sẽ cực kì rắc rối vì vậy mua ở tiki quyền lợi của Kh luôn được đảm bảo mình đánh giá sp 1 hậu mãi Tiki 5
109,Laptop Dell Inspiron 5570 M5I5413 Core i5-8250U/ Radeon 530 2GB/ Dos (15.6 FHD) - Hàng Chính Hãng ,17999000,2,Dell,Intel Core i5,256,8,Full HD 1920 x 1080,15.6 ,Sản phẩm mua chạy ưng ý nhưng thời gian giao hàng có vẻ không được nhanh lắm
110,Laptop Lenovo ThinkPad X1 Yoga Gen 3 20LDS00M00 Core i7-8550U/Win10 (14 ) - Hàng Chính Hãng (Black) ,44899000,0,Lenovo,Intel Core i7,256,8,WQHD IPS 2560 x 1440,14 ,
111,Laptop Asus ZenBook UX325EA-EG081T (Core i5-1135G7/ 8GB LPDDR4X 3200MHz/ 256GB SSD M.2 PCIE G3X2/ 13.3 FHD IPS/ Win10) - Hàng Chính Hãng ,20699000,0,Asus,Intel Core i51135G7 24GHz up to 42GHz 8MB,256,8,,13.3 ,
112,Laptop Acer Aspire 5 A514-54-39KU NX.A23SV.003 (Core i3-1115G4/ 4GB DDR4 2666MHz Onboard/ 256GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,12449000,1,Acer,Intel Core i31115G4 30GHz up to 41GHz 6MB,256,4,,14 ,Đã gắn thêm RAM 16GB để có trải nghiệm tốt nhất Ngon bổ rẻ chạy mượt xài tốt rất hài lòng Còn về độ bền thì để thời gian kiểm chứng
113,Laptop HP ProBook 450 G6 5YM71PA Core i3-8145U/ DOS (15.6 HD) - Hàng Chính Hãng ,11299000,0,HP, Intel Core i3,500,1,1366 x 768 pixels,15.6 ,
114,Laptop Asus Vivobook X507UF-EJ079T Core i7-8550U/ Win10 (15.6" FHD) - Hàng Chính Hãng ,14999000,4,Asus,Intel Core i7,1,4,Full HD 1920 x 1080,15.6 ,Ưu máy đẹp mỏng nhẹ ko bị hở sáng Khuyết góc nhìn hẹp thiết kế bàn phím stupid hy vọng dùng lâu sẽ quen phần khung phím gõ ko chắc chắn làm lúc gõ phím bị nhún cảm tưởng nhấn mạnh 1 chút là gẫy bàn phím ấy  Máy không có bất cứ một đèn hiệu nào ngoại trừ đèn sạc pin lúc màn hình máy tối lại thì ko biết máy đang bật hay tắt Card màn hình rời bị lỗi hay sao mà lúc mới mua về bị lỗi đen màn hình làm mình phải chuyển sang card tích hợp để dùng Cấu hình máy i7 gen8 ram4g mà chậm lag ngay cả khi chưa cài gì thua cả con dell i3 ram2g gần full disk mình mua cách đây 7 năm Máy tính mua về để tập tành Photoshop với đồ họa các thứ mà giờ lướt web xài office còn như này thì quá buồn Tiki đề giá gốc 18tr giảm còn hơn 15tr trong khi các shop ngoài bán cũng tầm giá đó hoặc hơn tí nhưng có quà tặng kèm Cảm giác như bị lừa Lúc trước khi mua có đặt câu hỏi cho tiki mà giờ hơn 1 tháng rồi chưa thèm trả lời luôn
114,Laptop Asus Vivobook X507UF-EJ079T Core i7-8550U/ Win10 (15.6" FHD) - Hàng Chính Hãng ,14999000,4,Asus,Intel Core i7,1,4,Full HD 1920 x 1080,15.6 ,Ưu điểm máy mỏng nhẹ sang trọng  Khuyết điểm ổ HHD trong máy kêu chạy win cài sẵn trên máy hơi giật lag không rõ do cấu hình máy hay do bản win có vấn đề Phải nâng cấp lên ổ SSD chạy máy mới mượt Giờ thì mình thấy máy xài ok
114,Laptop Asus Vivobook X507UF-EJ079T Core i7-8550U/ Win10 (15.6" FHD) - Hàng Chính Hãng ,14999000,4,Asus,Intel Core i7,1,4,Full HD 1920 x 1080,15.6 ,Câu hinh may cao va man hinh rông Full HD tuy nhiên cach hiên thi mau hơi vang va không săc net lăm May chay ôn va hơp vơi nhu câu sư dung trong văn phong
114,Laptop Asus Vivobook X507UF-EJ079T Core i7-8550U/ Win10 (15.6" FHD) - Hàng Chính Hãng ,14999000,4,Asus,Intel Core i7,1,4,Full HD 1920 x 1080,15.6 ,minh đăt hang thanh toan qua the tư 2711 ko pit hnao thi nhân dc hang nhico ve lâu nhi 
115,LapTop HP 250 G7 15H40PA | Intel Core i3 _ 1005G1 | 4GB | 256GB SSD PCIe Support 1 Slot HDD| VGA INTEL | Win 10 | 15 6  HD | Hàng Chính Hãng ,10050000,0,HP,10th Generation Intel Core i3  1005G1 Processor  120 GHz 4M Cache up to 340 GHz,256,4,,,
116,Laptop Dell Inspiron 3505 Y1N1T1 (AMD R3-3250U/ 8GB/ 256GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,10999000,0,Dell,AMD Ryzen 3 3250U  26 GHz  35 GHz  4MB  2 nhân 4 luông ,256,2,,15.6 ,
117,Laptop Acer Swift 5 SF514-54T-793C NX.HLGSV.001 (Core i7-1065G7/ 8GB LPDDR4 2666MHz/ 512GB PCIe NVMe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,27499000,1,Acer,Intel Core i7,512,8,Full HD 1920 x 1080,14 ,Cực kì hài lòng
118,Laptop Dell Inspiron 5490 FMKJV11 (Core i5-10210U/ 8GB/ 512GB SSD/ MX230 2G/ 14 FHD/ Win10) - Hàng Chính Hãng ,19599000,0,Dell, Intel Core i510210U  16 GHz  42 GHz  6MB  4 nhân 8 luông ,512,8,,14 ,
119,LapTop Lenovo V14 IIL 82C400X3VN | Intel Core i3 _1005G1 /4GB /256GB SSD PCIe /VGA INTEL /14" Full HD | Hàng Chính Hãng ,9800000,1,Lenovo,10th Generation Intel Core i3  1005G1 Processor  120 GHz 4M Cache up to 340 GHz,,4,,,sao touchpad ko xài đc ko biết có cần thêm driver gì ko
120,Laptop Lenovo ThinkPad T490s 20NXS00200 Core i7-8565U/ Dos (14 FHD IPS) - Hàng Chính Hãng ,29500000,0, Lenovo,Intel Core i7,256,8,Full HD 1920 x 1080,14 ,
121,Laptop Lenovo ThinkPad X390 Core i5-8365U/16Gb/ SSDNVMe 256Gb Win10 Pro (13.3 FHD IPS) - Hàng Chính Hãng ,27990000,1, Lenovo,Intel Core I58365U,256,16,,,chỉ thiếu mỗi đèn bàn phím cấu hình gần như full Đây là một laptop chuyên cho công việc
122,Laptop Lenovo IdeaPad 3 14IIL05 81WD0060VN (Core i5-1035G1/ 4GB DDR4/ 512GB SSD M.2 NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,13899000,0,Lenovo,Intel Core i51035G1 10GHz 6MB,512,4,Full HD 1920 x 1080,14 ,
123,LapTop Lenovo V14 IIL - 82C400W3VN | Intel Core i5 _ 1035G1 | 4GB | 256GB SSD PCIe | VGA INTEL | 14  HD | FreeDos | Hàng Chính Hãng ,11600000,0,Lenovo,10th Generation Intel Core i5  1035G1 Processor 100 GHz 6M Cache up to 360 GHz,256,4,,,
124,Laptop Dell Vostro 3405 V4R53500U001W (AMD R5-3500U/ 4G(4GB x 1) DDR4 2400Mhz/ 256GB SSD M2 PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng ,11339000,0,Dell,AMD Ryzen 5,256,4,Full HD 1920 x 1080,14 ,
125,Surface Pro 7 Core I3 Ram 4Gb Sdd 128Gb Brand New - Hàng chính hãng ,18189000,0,Surface,,,,,,
126,LapTop Lenovo V15 IIL - 82C500MNVN | Intel Core i3 _ 1005G1 | 4GB | 256GB SSD PCIe | VGA INTEL | 15 6  Full HD | Finger | FreeDos | Hàng Chính Hãng ,9800000,0,Lenovo,10th Generation Intel Core i3  1005G1 Processor  120 GHz 4M Cache up to 340 GHz,256,4,,,
127,Laptop Acer Swift 3 SF315-52-50T9 NX.GZBSV.002 Core Core i5-8250U/ Win10 (15.6  FHD IPS) - Hàng Chính Hãng ,15599000,2,Acer,Intel Core i5,256,8,Full HD 1920 x 1080,15.6 ,Máy đẹp cứng cáp hoàn thiện tốthiệu năng cần thời gian để kiểm chứnggiao hàng hơi lâu
127,Laptop Acer Swift 3 SF315-52-50T9 NX.GZBSV.002 Core Core i5-8250U/ Win10 (15.6  FHD IPS) - Hàng Chính Hãng ,15599000,2,Acer,Intel Core i5,256,8,Full HD 1920 x 1080,15.6 ,Mình mua đúng 11 tháng tự bung màn hình lỗi ổ cứng
128,Apple iMac 2019 MRT32SA/A 21.5  4K - Hàng Chính Hãng ,30999000,2,Apple,Intel Core i3,1,8,,21.5 ,Chiếc máy tính chậm nhất tôi từng dùng trong vòng 7 năm qua   Ai từng dùng macbook air dù là máy có cấu hình tệ nhất cũng vẫn nhanh gấp vạn lần máy này Chỉ lướt web hoặc gõ word thôi mà cũng phải nhìn cái vòng tròn xoay vòng vòng đến phát ngán Ko hiểu làm gì thì ko phải đợi dài cổ nữa
128,Apple iMac 2019 MRT32SA/A 21.5  4K - Hàng Chính Hãng ,30999000,2,Apple,Intel Core i3,1,8,,21.5 ,Cực kì hài lòng
129,Laptop Acer Aspire 5 A514-54-51VT NX.A23SV.004 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,16099000,0,Acer,Intel Core i51135G7 24GHz up to 42GHz 8MB,512,8,,14 ,
130,Laptop Acer Aspire 7 A715-41G-R282 NH.Q8SSV.005 (AMD Ryzen 5 3550H/ 8GB DDR4 2400MHz/ 512GB PCIe NVMe/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,18649000,0,Acer,AMD Ryzen 5 3550H 21GHz up to 37GHz 4MB,512,8,Full HD 1920 x 1080,15.6 ,
131,Laptop Lenovo ThinkPad X390 20Q0S03M00 Core i5-8265U/ Dos (13.3 FHD IPS) - Hàng Chính Hãng ,22500000,0, Lenovo,Intel Core i5,256,8,Full HD 1920 x 1080,13.3 ,
132,Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 ) (Black) - Hàng Chính Hãng ,17299000,8,Acer,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Tại sao Tôi nhận hàng thùng carton có miếng tem niêm phong bị mở  niêm phong bị xé ra  Liên hệ TIKI trả lời tôi rang nếu không hài long bạn có thể không nhận hang  Rất mất thời gian  Mong phản hồi sớm
132,Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 ) (Black) - Hàng Chính Hãng ,17299000,8,Acer,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,mới mua máy về đã bị nháy tắt đen màn hình mang đi bảo hành thì làm qua loa vẫn không sửa được không biết tiki có cho 1 đổi 1 trong vòng 30 ngày không chứ dùng được 1 tuần mang đi bảo hành 2 lần thế này thì cũng chết
132,Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 ) (Black) - Hàng Chính Hãng ,17299000,8,Acer,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Đóng gói cẩn thận giao hàng đúng hẹn trách nhiệm cấu hình máy với tầm tiền này thì không con nào qua được cài win xong tự nhận hết driver duy nhất touchpad đa điểm chưa có cách nào để cài đặt khai khác được
132,Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 ) (Black) - Hàng Chính Hãng ,17299000,8,Acer,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Máy sử dụng quá nóng mình đã đem ra TTBH Acer nhờ họ kiểm tra lại nhưng mang về chơi game 5p sau là lên 97 độ
132,Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 ) (Black) - Hàng Chính Hãng ,17299000,8,Acer,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Ai mua con laptop này rồi cho mình xin chút review hình ảnh với  chả rõ máy có bảo mật vân tay không
132,Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 ) (Black) - Hàng Chính Hãng ,17299000,8,Acer,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Nhận hàng sau vài ngày bảo hành chính hãng từ acer luôn
132,Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 ) (Black) - Hàng Chính Hãng ,17299000,8,Acer,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,bạn nào mua máy rồi cho mình xin chút hình ảnh đầy đủ của máy được không mình cảm ơn
132,Laptop Acer Aspire Nitro A715-72G-50NA NH.GXBSV.001 Core i5-8300HQ/Free Dos (15.6 ) (Black) - Hàng Chính Hãng ,17299000,8,Acer,Intel Core i5,1,8,Full HD 1920 x 1080,15.6 ,Đang cần mua em này Sao hết hàng rồi ad khi nào có lại
133,Laptop Acer Aspire 5 A514-54-51RB NX.A2ASV.003 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 256GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng ,15729000,0,Acer, Intel Core i5 1135G7 upto 42ghz  CPU thế hệ 11 Tiger lake mới nhất,512,4,,14 ,
134,Laptop Asus VivoBook 14 A415EA-EB359T (Core i3-1115G4/ 4GB LPDDR4x 3733MHz Onboard/ 256GB SSD M.2 PCIE G3X4/ 14 FHD/ Win10) - Hàng Chính Hãng ,12319000,1,Asus,Intel Core i31115G4 17GHz up to 41GHz 6MB,256,4,Full HD 1920 x 1080,14 ,Hang ok may dep va chay on dinh
135,Laptop Asus Vivobook Flip TP412FA-EC609T (i5-10110U/8GB/512GB SSD/14FHD Touch/VGA ON/Win10/Gray/Pen)-Hàng chính hãng ,16990000,0,Asus, Intel Core I510210U,512,8,,,
136,Laptop HP Probook 430 G7 9GQ10PA (Core i3-10110U/ 4GB DDR4/ 256GB SSD 13.3 HD/ Dos) - Hàng Chính Hãng ,12499000,1,HP,Intel Core i310110U 210 GHz up to 41GHz 4MB,256,4,HD,13.3 ,Cực kì hài lòng
137,Laptop MSI GF63 Thin 9SCSR-846VN (Core i7-9750H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650Ti 4GB GDDR5 with Max-Q/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,22899000,1,MSI,Intel Core i79750H 26GHz up to 45GHz 12MB,512,8,Full HD 1920 x 1080,15.6 ,Cực kì hài lòng
138,Laptop MSI GF65 Thin 10SDR-623VN (Core i5-10300H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1660Ti 6GB GDDR6/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,24999000,0,MSI,Intel Core i510300H 25GHz up to 45GHz 8MB,512,8,,15.6 ,
139,Laptop HP 15s-fq1105TU 193P7PA (Core i5-1035G1/ 8GB/ 512GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,15850000,0,HP,Intel Core i5 1035G1 Ice Lake,512,8,Full HD 1920 x 1080,15.6 ,
140,Laptop Dell Vostro 3401 70227392 (Core i3-1005G1/ 4GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng ,11899000,0,Dell,Intel Core i31005G1  12 GHz  34 GHz  4MB  2 nhân 4 luông ,256,1,,14 ,
141,Laptop HP 15-da1033TX 5NK26PA (Core i7-8565U/ 4GB DDR4 2400MHz/ 1TB HDD 5400rpm  x1 slot SSD M.2/ MX130 2GB/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,14899000,0,HP,Intel Core i78565U 18GHz Up to 460 GHz 8MB,1,4,Full HD 1920 x 1080,15.6 ,
142,Laptop MSI GL75 Leopard 10SDR-495VN (Core i7-10750H/ 16GB (8GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1660Ti 6GB GDDR6/ 17.3 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,30899000,0,MSI,Intel Core i710750H 26GHz up to 50GHz 12MB,,512,,17.3 ,
143,Laptop HP 15s-du0038TX 6ZF72PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 HD) - Hàng Chính Hãng ,13699000,0,HP,,1,4,HD 1366 x 768,15.6 ,
144,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng ,22500000,9,Microsoft,Intel Core 8th Gen i5,128,8,QHD 2736 x 1824,12.3 ,Thất vọng vì sản phẩm lỗi cổng kết nối bàn phím Gửi trả nhưng không được giải quyết sớm Không hài lòng với cách xử lý của Tiki Sẽ suy nghĩ ký trước khi mua hàng từ Tiki
144,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng ,22500000,9,Microsoft,Intel Core 8th Gen i5,128,8,QHD 2736 x 1824,12.3 ,Máy mới nguyên hộp đóng gói cẩn thận nhân viên giao hàng thân thiện mây chạy ổn định
144,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng ,22500000,9,Microsoft,Intel Core 8th Gen i5,128,8,QHD 2736 x 1824,12.3 ,Good Mua hàng lại phải mua thêm bàn phím và chuột do cứ ngỡ giá bao gồm ai dè không phải
144,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng ,22500000,9,Microsoft,Intel Core 8th Gen i5,128,8,QHD 2736 x 1824,12.3 ,Giao hàng nhanh trước 2 tiếng sau khi đặt hàng Sản phẩm còn nguyên Seal như mô tả
144,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng ,22500000,9,Microsoft,Intel Core 8th Gen i5,128,8,QHD 2736 x 1824,12.3 ,Giao hàng đúng thời gian và sản phẩm đúng như quảng cáo
144,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng ,22500000,9,Microsoft,Intel Core 8th Gen i5,128,8,QHD 2736 x 1824,12.3 ,Đóng gói sp đẹp
144,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng ,22500000,9,Microsoft,Intel Core 8th Gen i5,128,8,QHD 2736 x 1824,12.3 ,Hài lòng
144,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng ,22500000,9,Microsoft,Intel Core 8th Gen i5,128,8,QHD 2736 x 1824,12.3 ,nếu mua trả góp sản phẩm qua thẻ hsbc có được giảm 3trieu nữa không vậy Tiki
144,Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng ,22500000,9,Microsoft,Intel Core 8th Gen i5,128,8,QHD 2736 x 1824,12.3 ,Hàng có nguyên seal không ad ơi và hàng bảo hành là đổi mới hay là sửa
145,Laptop Acer Nitro AN515-43-R4VJ NH.Q6ZSV.004 (AMD R7-3750H/ 8GB DDR4 2666MHz/ 512GB SSD M.2 PCIE/ GTX 1650 4GB GDDR5/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,19299000,0,Acer,AMD Ryzen 7 3750H 23GHz up to 40GHz 4MB,512,8,Full HD 1920 x 1080,15.6 ,
146,Laptop Dell Gaming G3 3500 G3500A (Core i7-10750H/ 8GB (4GB x2) DDR4 3200MHz/ 512GB SSD M.2 PCIE/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD IPS  120Hz/ Win10) - Hàng Chính Hãng ,25449000,0,Dell,Intel Core i710750H 26GHz up to 50GHz 12MB,512,8,Full HD 1920 x 1080,15.6 ,
147,Laptop Dell Vostro 3405 70227396 (AMD R7-3700U/ 8GB/ 512GB SSD/ 14 FHD/ Win10) - Hàng Chính Hãng ,15399000,1,Dell,AMD Ryzen 7 3700U 23Ghz4MB cache,512,8,,14 ,Đúng sản phẩm giao hàng nhanh
148,Microsoft Surface Laptop 3 (Core i5-1035G7/13") - Hàng Nhập Khẩu ,27490000,2,Microsoft,Quadcore 10th Gen Intel Core i51035G7 Processor,128,8,2256 x 1504 pixels,13 ,Đã mua và đang trải nghiệm ở ngày thứ 2 trước giờ vẫn rất hài lòng với dịch vụ tikinow 2h còn sản phẩm không lỗi lầm gì và hoạt động rất ổn định Sẽ feedback lại sau 1 khoảng thời gian dài sử dụng
148,Microsoft Surface Laptop 3 (Core i5-1035G7/13") - Hàng Nhập Khẩu ,27490000,2,Microsoft,Quadcore 10th Gen Intel Core i51035G7 Processor,128,8,2256 x 1504 pixels,13 ,Trải nghiệm sau khi xài máy 1 ngày là máy mau hết pin và rất nóng nhất là mỗi khi sạc Xài bình thường cũng nóng Không biết có phải là máy lỗi không Mà Tiki không có nơi bảo hành cho loại máy này
149,Laptop Dell Vostro 7580 70159096 Core i7-8750H/ Win10 (15.6  FHD) - Hàng Chính Hãng ,27999000,0,Dell,,128,8,1920 x 1080 pixels,15.6 ,
150,Laptop Dell Inspiron 7306 N3I5202W (Core i5-1135G7/ 8GB (4GBx2) LPDDR3 4267MHz/ 512GB SSD M.2 PCIe NVMe/ 13.3 FHD/ Win10) - Hàng Chính Hãng ,25099000,0,Dell,Intel Core i51135G7 24GHz up to 42GHz 8MB,512,8,Full HD 1920 x 1080,13.3 ,
151,Laptop Acer Aspire A514-51-525E NX.H6VSV.002 Core i5-8250U/Free Dos (14" FHD) - Hàng Chính Hãng ,11999000,0,Acer,Intel Core i5,1,4,Full HD 1920 x 1080,14 ,
152,Máy tính xách tay Lenovo ThinkPad X280 i5 Hàng chính hãng ,20500000,0, Lenovo,,,,,,
153,Laptop MSI GF63 9SC-400VN (Core i5-9300H/ 8GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ GTX 1650 4GB GDDR5/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng ,18699000,0,MSI,Intel Core i59300H 24GHz up to 41GHz 8MB,256,8,Full HD 1920 x 1080,15.6 ,
154,Laptop ASUS D509DA-EJ167T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 1TB x1 slot SSD M.2/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,11099000,2,Asus,AMD Ryzen 5,1,4,Full HD 1920 x 1080,15.6 ,Máy này muốn ngon phải có thêm SSD nhé không thì máy chạy lếch lắm Pin hơi yếu mau hết  Viền mỏng nhưng vẫn có khoảng đen ở rìa Góc nhìn màn hình kém không sáng lắm Loa nhỏ Tổng thể máy mỏng màu bạc rất đẹp
154,Laptop ASUS D509DA-EJ167T (AMD R5-3500U/ 4GB DDR4 2400MHz/ 1TB x1 slot SSD M.2/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,11099000,2,Asus,AMD Ryzen 5,1,4,Full HD 1920 x 1080,15.6 ,rất oke qua 20 ngày sử rụng hiện chưa có lỗi mà bảo hành k ghi gì thì bảo hành sao đây
155,Laptop Acer Aspire 3 A315-54-368N NX.HM2SV.004 (Core i3-10110U/ 8GB DDR4 2133MHz/ 512GB SSD M.2 PCIE/ 15.6 FHD/ Win10) - Hàng Chính Hãng ,11629000,0,Acer,Core i3 Intel Core thế hệ thứ 10,512,8,Full HD 1920 x 1080,15.6 ,
156,Laptop HP ProBook 450 G7 9LA53PA (Core i7-10510U/ 8GB DDR4 2666MHz/ 256GB SSD M.2 PCIe/ MX250 2GB/ 15.6 FHD/ Dos) - Hàng Chính Hãng ,22499000,1,HP,Intel Core i710510U 18GHz up to 49GHz 8MB,,8,,,Cực kì hài lòng
157,Laptop Asus TUF Gaming F15 FX506LI-HN096T (Core i7-10870H/ 8GB DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X2/ GTX 1650Ti 4GB GDDR6/ 15.6 FHD IPS  144Hz/ Win10) - Hàng Chính Hãng ,25579000,0,Asus,Intel Core i710870H 22 GHz up to 50GHz 16MB,512,8,,15.6 ,
158,Laptop Acer Nitro 5 2020 AN515-55-55E3 NH.Q7QSV.002 (Core i5-10300H/ 16GB DDR4 2933MHz/ 512GB SSD M.2 PCIE/ RTX 2060 6GB GDDR6 / 15.6 FHD IPS  144Hz  3ms/ Win10) - Hàng Chính Hãng ,29659000,0,Acer,Intel Core i510300H 25GHz up to 45GHz 8MB,512,16,Full HD 1920 x 1080,15.6 ,
159,Laptop Asus ROG Strix G15 G512L-VAZ301T (Core i7-10870H/ 16GB (8GBx2) DDR4 3200MHz/ 512GB SSD PCIE G3X4/ RTX 2060 6GB GDDR6/ 15.6 FHD IPS  240Hz  3ms/ Win10) - Hàng Chính Hãng ,35999000,0,Asus,Intel Core i710870H 22GHz up to 50GHz 16MB,512,16,Full HD 1920 x 1080,15.6 ,
160,Laptop Asus Vivobook 14 A412FJ-EK387T (Core i5-10210U/ 8GB DDR4 (4GBx2) 2400MHz/ 512GB SSD M.2 PCIE/ MX230 2GB GDDR5/ 14 FHD/ Win10) - Hàng Chính Hãng ,17190000,0,Asus,Intel Core i5,512,8,1920 x 1080 pixels,14 ,
